periodo,id_indicador,valor
2024,24,2.940198
2025,24,3.096417
2020,25,0.16269
2021,25,0.160551
2022,25,0.20066
2023,25,0.210046
2024,25,0.251752
2025,25,0.214394
2020,26,0.209619
2021,26,0.184586
2022,26,0.22636
2023,26,0.189381
2024,26,0.233705
2025,26,0.25303
2020,27,0.076983
2021,27,0.088863
2022,27,0.069015
2023,27,0.106159
2024,27,0.114483
2025,27,0.088473
2020,28,0.173741
2021,28,0.152058
2022,28,0.171783
2023,28,0.174841
2024,28,0.162871
2025,28,0.187585
2020,29,0.016785
2021,29,0.005652
2022,29,0.015931
2023,29,0.049163
2024,29,0.002054
2025,29,0.063313
2020,30,0.271498
2021,30,0.252664
2022,30,0.269147
2023,30,0.322616
2024,30,0.329272
2025,30,0.36494
2020,31,0.016962
2021,31,0.063378
2022,31,0.080082
2023,31,0.031446
2024,31,0.031501
2025,31,0.075621
2020,32,0.06465
2021,32,0.065827
2022,32,0.095448
2023,32,0.085977
2024,32,0.069815
2025,32,0.118307
2020,33,0.052925
2021,33,0.077099
2022,33,0.066809
2023,33,0.113291
2024,33,0.096023
2025,33,0.095736
2020,34,0.264831
2021,34,0.293331
2022,34,0.311555
2023,34,0.344482
2024,34,0.341886
2025,34,0.377049
2020,35,0.022271
2021,35,0.05952
2022,35,0.013727
2023,35,0.050821
2024,35,0.021754
2025,35,0.042549
2020,36,34.50097
2021,36,28.165346
2022,36,41.273292
2023,36,35.529453
2024,36,34.243002
2025,36,36.054578
2020,37,17.045476
2021,37,6.332395
2022,37,16.021057
2023,37,11.569214
2024,37,16.545278
2025,37,18.153602
2020,38,23.944765
2021,38,23.207689
2022,38,23.593981
2023,38,27.967473
2024,38,25.386456
2025,38,20.21302
2020,39,1.219196
2021,39,10.388117
2022,39,17.857895
2023,39,4.053775
2024,39,12.909396
2025,39,14.048571
2020,40,2.602587
2021,40,3.800208
2022,40,3.372034
2023,40,4.096449
2024,40,4.275155
2025,40,3.919816
2020,41,4.232442
2021,41,5.459437
2022,41,4.678919
2023,41,5.551395
2024,41,5.359273
2025,41,6.998121
2020,42,5.802672
2021,42,7.014818
2022,42,7.406512
2023,42,6.619824
2024,42,8.330472
2025,42,7.657029
2020,43,6.077205
2021,43,6.012647
2022,43,6.90874
2023,43,6.93128
2024,43,8.1209
2025,43,7.510345
2020,44,2.151192
2021,44,2.359088
2022,44,1.478158
2023,44,1.562232
2024,44,2.84921
2025,44,2.83692
2020,45,1.138571
2021,45,2.373375
2022,45,2.210762
2023,45,2.117534
2024,45,1.622969
2025,45,2.051829
2020,46,1.730118
2021,46,1.303637
2022,46,2.353912
2023,46,2.431368
2024,46,2.170797
2025,46,2.20344
2020,47,3.592741
2021,47,4.520747
2022,47,5.101571
2023,47,5.254766
2024,47,5.423737
2025,47,4.711264
2020,48,1.651008
2021,48,1.991751
2022,48,3.135005
2023,48,3.345547
2024,48,1.977165
2025,48,3.153462
2020,49,3.754702
2021,49,2.329754
2022,49,2.62334
2023,49,4.036083
2024,49,4.28564
2025,49,4.347188
2020,50,2.672813
2021,50,3.804969
2022,50,3.740966
2023,50,4.003732
2024,50,4.122108
2025,50,4.221174
2020,51,2.00567
2021,51,1.836747
2022,51,2.020904
2023,51,1.340062
2024,51,1.749904
2025,51,2.058528
2020,52,4.422698
2021,52,5.866406
2022,52,5.086825
2023,52,5.599849
2024,52,6.905343
2025,52,6.483618
2020,53,1.355789
2021,53,0.977174
2022,53,0.899349
2023,53,2.125474
2024,53,2.056651
2025,53,2.433408
2020,54,7.746505
2021,54,7.822411
2022,54,8.681141
2023,54,8.82002
2024,54,9.302584
2025,54,10.363869
2020,55,4.290429
2021,55,4.180827
2022,55,4.540443
2023,55,6.190302
2024,55,6.156556
2025,55,5.373449
2020,56,7.785002
2021,56,6.856473
2022,56,7.615798
2023,56,9.159097
2024,56,8.840035
2025,56,8.534532
2020,57,0.059924
2021,57,0.055269
2022,57,0.011209
2023,57,0.022395
2024,57,0.036667
2025,57,0.080106
2020,58,0.059279
2021,58,0.097755
2022,58,0.054358
2023,58,0.068504
2024,58,0.044859
2025,58,0.078921
2020,59,0.064642
2021,59,0.063876
2022,59,0.044688
2023,59,0.073252
2024,59,0.052098
2025,59,0.05741
2020,60,-0.016779
2021,60,0.018951
2022,60,-0.003821
2023,60,-0.024744
2024,60,-0.042859
2025,60,-0.0031
2020,61,0.078742
2021,61,0.066755
2022,61,0.052158
2023,61,0.04461
2024,61,0.089144
2025,61,0.054933
2020,62,-0.029837
2021,62,0.174012
2022,62,0.234912
2023,62,0.337066
2024,62,0.174044
2025,62,0.083823
2020,63,0.966398
2021,63,1.026334
2022,63,1.425444
2023,63,1.072345
2024,63,1.22537
2025,63,1.441545
2020,64,0.684449
2021,64,0.709449
2022,64,1.059192
2023,64,0.743078
2024,64,0.850132
2025,64,0.986028
2020,65,0.207644
2021,65,0.248163
2022,65,0.286773
2023,65,0.222116
2024,65,0.306122
2025,65,0.258063
